Name,,Artist,Features,Streams,Week
changes,,Burl Ives,,3711407,12/7/2018
changes,,Burl Ives,,1918551,12/30/2016
changes,,Burl Ives,,1320677,12/30/2016
changes,,Burl Ives,,3171708,12/22/2017
changes,,Burl Ives,,1845807,12/22/2017
changes,,Burl Ives,,2896141,11/30/2018
changes,,Burl Ives,,2697971,12/8/2017
changes,,Burl Ives,,1722158,12/8/2017
changes,,Burl Ives,,1479358,11/23/2018
changes,,Burl Ives,,2065323,12/1/2017
changes,,Burl Ives,,1310517,12/1/2017
changes,,Burl Ives,,3075880,12/15/2017
changes,,Burl Ives,,1795970,12/15/2017
changes,,Burl Ives,,3698321,12/29/2017
changes,,Burl Ives,,2324482,12/29/2017
Changes,,Burl Ives,,4063135,12/21/2018
changes,,Calboy,,4015447,4/12/2019
changes,,Calboy,,3724700,6/14/2019
changes,,Calboy,,3282127,6/28/2019
changes,,Calboy,,4125970,4/5/2019
changes,,Calboy,,2699598,1/18/2019
changes,,Calboy,,3509752,3/8/2019
changes,,Calboy,,2739336,1/25/2019
changes,,Calboy,,3933115,3/22/2019
changes,,Calboy,,3969271,6/7/2019
changes,,Calboy,,3809445,5/31/2019
changes,,Calboy,,4093963,5/24/2019
changes,,Calboy,,2799278,2/1/2019
changes,,Calboy,,2977987,2/15/2019
changes,,Calboy,,4508028,5/10/2019
changes,,Calboy,,3318194,2/22/2019
changes,,Calboy,,4354658,5/17/2019
changes,,Calboy,,4184610,5/3/2019
changes,,Calboy,,2815532,2/8/2019
changes,,Calboy,,2815587,7/5/2019
changes,,Calboy,,4287342,4/26/2019
changes,,Calboy,,3503377,6/21/2019
changes,,Calboy,,4071048,4/19/2019
changes,,Calboy,,1931937,1/11/2019
changes,,Calboy,,3946759,3/29/2019
changes,,Calboy,,3583810,3/15/2019
changes,,Calboy,,3403337,3/1/2019
changes,,Calboy,,1691701,1/4/2019
changes,,Calvin Harris,,1410106,11/10/2017
changes,,Calvin Harris,,4927435,8/25/2017
changes,,Calvin Harris,,2826887,8/25/2017
changes,,Calvin Harris,,1954462,8/25/2017
changes,,Calvin Harris,,5511187,3/10/2017
changes,,Calvin Harris,,4968755,8/18/2017
changes,,Calvin Harris,,3402034,8/18/2017
changes,,Calvin Harris,,2295036,8/18/2017
changes,,Calvin Harris,"Frank Ocean, Migos",4495414,6/9/2017
changes,,Calvin Harris,"Future, Khalid",3438314,6/9/2017
changes,,Calvin Harris,"Pharrell Williams, Katy Perry, Big Sean",4625030,6/23/2017
changes,,Calvin Harris,"Frank Ocean, Migos",4170596,6/23/2017
changes,,Calvin Harris,"Future, Khalid",3487251,6/23/2017
changes,,Calvin Harris,,1313566,1/13/2017
changes,,Calvin Harris,,1108070,1/13/2017
changes,,Calvin Harris,,1654967,2/16/2018
changes,,Calvin Harris,,1236619,12/30/2016
Changing,,Calvin Harris,,1108139,12/30/2016
Chantaje ,,Calvin Harris,,6335750,3/3/2017
Chantaje ,,Calvin Harris,,5250358,3/17/2017
Chantaje ,,Calvin Harris,,1820016,1/6/2017
Chantaje ,,Calvin Harris,,1165966,1/6/2017
Chantaje ,,Calvin Harris,,1274815,11/17/2017
Chantaje ,,Calvin Harris,,1262429,11/17/2017
Chantaje ,,Calvin Harris,,1504787,11/3/2017
Chantaje ,,Calvin Harris,,1300180,11/3/2017
Chantaje ,,Calvin Harris,,5077730,4/21/2017
Chantaje ,,Calvin Harris,,1685280,4/21/2017
Chantaje ,,Calvin Harris,,4106238,6/30/2017
Chantaje ,,Calvin Harris,,4044707,6/30/2017
Chantaje ,,Calvin Harris,,3516309,6/30/2017
Chantaje ,,Calvin Harris,,5308212,5/12/2017
Chantaje ,,Calvin Harris,,1716891,10/27/2017
Chantaje ,,Calvin Harris,,1406981,10/27/2017
Chantaje ,,Calvin Harris,,5398063,5/5/2017
Chantaje ,,Calvin Harris,,1486275,5/5/2017
Chasing Fire,,Calvin Harris,,5894996,7/14/2017
Chasing Fire,,Calvin Harris,,5548015,7/14/2017
Chasing Fire,,Calvin Harris,,4515584,7/14/2017
Chasing Fire,,Calvin Harris,,5386508,7/28/2017
Chasing Fire,,Calvin Harris,,4570843,7/28/2017
Cheap Thrills,,Calvin Harris,,3325774,7/28/2017
Cheap Thrills,,Calvin Harris,,3618290,9/29/2017
Cheap Thrills,,Calvin Harris,,1851925,9/29/2017
Cheap Thrills,,Calvin Harris,,1258063,9/29/2017
Cheap Thrills,,Calvin Harris,,4228354,9/15/2017
Checklist ,,Calvin Harris,,2096858,9/15/2017
Cherry,,Calvin Harris,,1448989,9/15/2017
Cherry Hill,,Calvin Harris,,4905814,9/1/2017
Childs Play,,Calvin Harris,,2429232,9/1/2017
Childs Play,,Calvin Harris,,1824638,9/1/2017
Childs Play,,Calvin Harris,,1846176,10/20/2017
Chill Bill,,Calvin Harris,,1469184,10/20/2017
Chill Bill,,Calvin Harris,,6276723,7/7/2017
Chill Bill,,Calvin Harris,,5753780,7/7/2017
Chill Bill,,Calvin Harris,,5143241,7/7/2017
Chill Bill,,Calvin Harris,,2240211,7/7/2017
Chill Bill,,Calvin Harris,,1775216,7/7/2017
Chill Bill,,Calvin Harris,,1740877,7/7/2017
Chill Bill,,Calvin Harris,,1582628,7/7/2017
Chill Bill,,Calvin Harris,,1174890,7/7/2017
Chill Bill,,Calvin Harris,,1172678,7/7/2017
Chill Bill,,Calvin Harris,,2599497,10/6/2017
Chill Bill,,Calvin Harris,,1693100,10/6/2017
Chill Bill,,Calvin Harris,,2143037,10/13/2017
Chill Bill,,Calvin Harris,,1594301,10/13/2017
Chill Bill,,Calvin Harris,,4635714,5/26/2017
Chill Bill,,Calvin Harris,,4343242,5/26/2017
Chill Bill,,Calvin Harris,,5593740,7/21/2017
Chill Bill,,Calvin Harris,,5119216,7/21/2017
Chill Bill,,Calvin Harris,,3956511,7/21/2017
Chill Bill,,Calvin Harris,,1424977,12/15/2017
Chill Bill,,Calvin Harris,,4972922,5/19/2017
Chill Bill,,Calvin Harris,,4821734,5/19/2017
Chill Bill,,Calvin Harris,,1168911,2/10/2017
Chill Bill,,Calvin Harris,,1537262,1/5/2018
Chill Bill,,Calvin Harris,,4606886,9/8/2017
Chill Bill,,Calvin Harris,,2318300,9/8/2017
Chill Bill,,Calvin Harris,,1677273,9/8/2017
Chill Bill,,Calvin Harris,,1162912,2/3/2017
Chill Bill,,Calvin Harris,,4064212,9/22/2017
Chill Bill,,Calvin Harris,,1976669,9/22/2017
Chill Bill,,Calvin Harris,,1401613,9/22/2017
Chill Bill,,Calvin Harris,,5191212,8/4/2017
Chill Bill,,Calvin Harris,,3902016,8/4/2017
Chill Bill,,Calvin Harris,,3208564,8/4/2017
Chill Bill,,Calvin Harris,,1235851,1/20/2017
Chloraseptic ,,Calvin Harris,,1111127,1/20/2017
Chloraseptic ,,Calvin Harris,,5539763,3/31/2017
Chlorine,,Calvin Harris,,5272412,3/24/2017
Chlorine,,Calvin Harris,,5176805,8/11/2017
CHopstix ,,Calvin Harris,,3630803,8/11/2017
CHopstix ,,Calvin Harris,,3004827,8/11/2017
CHopstix ,,Calvin Harris,,1282275,11/24/2017
CHopstix ,,Calvin Harris,"Frank Ocean, Migos",4562323,6/2/2017
CHopstix ,,Calvin Harris,"Future, Khalid",3720848,6/2/2017
Christmas (Baby Please Come Home),,Calvin Harris,"Frank Ocean, Migos",4282714,6/16/2017
Christmas (Baby Please Come Home),,Calvin Harris,"Future, Khalid",3422047,6/16/2017
Christmas (Baby Please Come Home),,Calvin Harris,,5632811,4/7/2017
Christmas (Baby Please Come Home),,Calvin Harris,,2346306,4/7/2017
Christmas (Baby Please Come Home),,Calvin Harris,,1164630,1/27/2017
Christmas Lights,,Calvin Harris,,1065088,1/27/2017
Christmas Time Is Here - Vocal,,Calvin Harris,,5252771,4/28/2017
Christmas Time Is Here - Vocal,,Calvin Harris,,1522043,4/28/2017
Christmas Time Is Here - Vocal,,Calvin Harris,,5600663,4/14/2017
Christmas Time Is Here - Vocal,,Calvin Harris,,2016248,4/14/2017
Christmas Time Is Here - Vocal,,"Calvin Harris, Dua Lipa, Dua Lipa",,3965186,7/20/2018
Christmas Time Is Here - Vocal,,"Calvin Harris, Dua Lipa, Dua Lipa",,4038761,5/25/2018
Christmas Time Is Here - Vocal,,"Calvin Harris, Dua Lipa, Dua Lipa",,4486997,5/18/2018
Chun Swae ,,"Calvin Harris, Dua Lipa, Dua Lipa",,3452592,7/27/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,1660677,9/21/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,4985488,4/13/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,3905561,6/1/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,3922119,6/15/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,2608432,8/10/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,3800074,6/29/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,2434224,8/17/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,2753741,8/3/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,5201374,4/27/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,3608904,6/22/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,2167424,8/24/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,2045376,8/31/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,3866945,6/8/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,5340947,4/20/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,4720345,5/4/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,4465753,5/11/2018
Chun-Li,,"Calvin Harris, Dua Lipa, Dua Lipa",,1922269,9/7/2018
Church,,"Calvin Harris, Dua Lipa, Dua Lipa",,3790800,7/13/2018
Civil War,,"Calvin Harris, Dua Lipa, Dua Lipa",,3759085,7/6/2018
Civil War,,"Calvin Harris, Dua Lipa, Dua Lipa",,1468556,9/28/2018
Civil War,,"Calvin Harris, Dua Lipa, Dua Lipa",,1777429,9/14/2018
Civil War,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,3479744,1/18/2019
Civil War,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,1616250,3/8/2019
Civil War,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,3023896,1/25/2019
Civil War,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,2823177,2/1/2019
Clandestino,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,1682531,2/15/2019
Clandestino,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,2093266,2/8/2019
Clandestino,,"Calvin Harris, Rag'n'Bone Man, Rag'n'Bone Man",,1585011,3/1/2019
Clandestino,,"Calvin Harris, Sam Smith, Sam Smith",,3081232,10/5/2018
clickbait,,"Calvin Harris, Sam Smith, Sam Smith",,3110537,10/12/2018
CLOSE ,,"Calvin Harris, Sam Smith, Sam Smith",,3730176,9/21/2018
CLOSE ,,"Calvin Harris, Sam Smith, Sam Smith",,5506503,8/24/2018
CLOSE ,,"Calvin Harris, Sam Smith, Sam Smith",,4748929,8/31/2018
CLOSE ,,"Calvin Harris, Sam Smith, Sam Smith",,1884373,11/2/2018
CLOSE ,,"Calvin Harris, Sam Smith, Sam Smith",,2666215,10/19/2018
Close Friends (Lil Baby & Gunna),,"Calvin Harris, Sam Smith, Sam Smith",,4314755,9/7/2018
Close Friends (Lil Baby & Gunna),,"Calvin Harris, Sam Smith, Sam Smith",,2271911,10/26/2018
Close Friends (Lil Baby & Gunna),,"Calvin Harris, Sam Smith, Sam Smith",,3546218,9/28/2018
Close Friends (Lil Baby & Gunna),,"Calvin Harris, Sam Smith, Sam Smith",,4607138,9/14/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,1928726,7/20/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,1529690,7/20/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,8017572,11/10/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,4172544,8/25/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2198635,8/25/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,2346860,5/25/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2140976,5/25/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,2324501,5/18/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2211775,5/18/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2836984,8/18/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2012349,8/18/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,1169366,8/18/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2736367,6/9/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,1579292,10/5/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2674981,6/23/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,1606114,10/12/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,1494370,1/18/2019
Close Friends (Lil Baby & Gunna),,Camila Cabello,,4926091,2/16/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,4557206,2/16/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2050913,2/16/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,Young Thug,5949366,2/2/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,5518029,2/2/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,2369656,2/2/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,1560329,2/2/2018
Close Friends (Lil Baby & Gunna),,Camila Cabello,,7794699,11/17/2017
Close Friends (Lil Baby & Gunna),,Camila Cabello,,7756168,11/3/2017
Close My Eyes,,Camila Cabello,Young Thug,1871465,7/27/2018
Close To Me ,,Camila Cabello,,1484134,7/27/2018
Close To Me ,,Camila Cabello,,2704208,6/30/2017
Close To Me ,,Camila Cabello,Young Thug,1694784,9/21/2018
Close To Me ,,Camila Cabello,,3990529,4/6/2018
Close To Me ,,Camila Cabello,Young Thug,3113761,4/6/2018
Close To Me ,,Camila Cabello,,5535037,12/22/2017
Close To Me ,,Camila Cabello,,2981060,12/22/2017
Close To Me ,,Camila Cabello,,2088655,12/22/2017
Close To Me ,,Camila Cabello,,1675617,12/22/2017
Close To Me ,,Camila Cabello,,6623184,10/27/2017
Close To Me ,,Camila Cabello,,3621758,4/13/2018
Close To Me ,,Camila Cabello,Young Thug,2807353,4/13/2018
Close To Me ,,Camila Cabello,,4339750,3/30/2018
Close To Me ,,Camila Cabello,Young Thug,3295249,3/30/2018
Close To Me ,,Camila Cabello,,2782549,7/14/2017
Close To Me ,,Camila Cabello,,2574175,7/28/2017
Close To Me ,,Camila Cabello,Young Thug,2349888,6/1/2018
Close To Me ,,Camila Cabello,,2023567,6/1/2018
Close To Me ,,Camila Cabello,Young Thug,2143691,6/15/2018
Close To Me ,,Camila Cabello,,1861949,6/15/2018
Close To Me ,,Camila Cabello,Young Thug,1881187,8/10/2018
Close To Me ,,Camila Cabello,Young Thug,2078013,6/29/2018
Close To Me ,,Camila Cabello,,1621264,6/29/2018
Close To Me ,,Camila Cabello,,6066445,12/8/2017
Close To Me ,,Camila Cabello,,2260778,12/8/2017
Close To Me ,,Camila Cabello,,4441176,3/9/2018
Close To Me ,,Camila Cabello,Young Thug,3850559,3/9/2018
Close To Me ,,Camila Cabello,,2370941,3/9/2018
Close To Me ,,Camila Cabello,,2228689,11/9/2018
Close To Me ,,Camila Cabello,Young Thug,1513899,11/9/2018
Close To Me ,,Camila Cabello,,5290714,9/29/2017
Close To Me ,,Camila Cabello,,2177125,9/29/2017
Close To Me ,,Camila Cabello,,5200177,9/15/2017
Close To Me ,,Camila Cabello,,2396704,9/15/2017
Close To Me ,,Camila Cabello,,5124828,9/1/2017
Closer,,Camila Cabello,,2528101,9/1/2017
Closer,,Camila Cabello,,5808842,10/20/2017
Closer,,Camila Cabello,Young Thug,7603077,1/19/2018
Closer,,Camila Cabello,,6865390,1/19/2018
Closer,,Camila Cabello,,3632851,1/19/2018
Closer,,Camila Cabello,,2067282,1/19/2018
Closer,,Camila Cabello,,2030583,1/19/2018
Closer,,Camila Cabello,,1810311,1/19/2018
Closer,,Camila Cabello,,1796241,1/19/2018
Closer,,Camila Cabello,,1602091,1/19/2018
Closer,,Camila Cabello,,1438530,1/19/2018
Closer,,Camila Cabello,,1421630,1/19/2018
Closer,,Camila Cabello,Young Thug,1803225,8/17/2018
Closer,,Camila Cabello,Young Thug,1885382,8/3/2018
Closer,,Camila Cabello,,1416796,8/3/2018
Closer,,Camila Cabello,,2548397,7/7/2017
Closer,,Camila Cabello,Young Thug,6521146,1/26/2018
Closer,,Camila Cabello,,5662604,1/26/2018
Closer,,Camila Cabello,,2772548,1/26/2018
Closer,,Camila Cabello,,1575611,1/26/2018
Closer,,Camila Cabello,,4408426,3/23/2018
Closer,,Camila Cabello,Young Thug,3390549,3/23/2018
Closer,,Camila Cabello,,1752469,3/23/2018
Closer,,Camila Cabello,,2715247,4/27/2018
Closer,,Camila Cabello,Young Thug,2589806,4/27/2018
Closer,,Camila Cabello,Young Thug,2169547,6/22/2018
Closer,,Camila Cabello,,1697722,6/22/2018
Closer,,Camila Cabello,,5415377,10/6/2017
Closer,,Camila Cabello,,2001063,10/6/2017
Closer,,Camila Cabello,,4967456,10/13/2017
Closer,,Camila Cabello,,1699727,10/13/2017
Closer,,Camila Cabello,,2930389,5/26/2017
Closer,,Camila Cabello,Young Thug,1863724,8/24/2018
Closer,,Camila Cabello,,2975250,7/21/2017
Closer,,Camila Cabello,Young Thug,1809270,8/31/2018
Closer,,Camila Cabello,Young Thug,2284191,6/8/2018
Closer,,Camila Cabello,,2009900,6/8/2018
Closer,,Camila Cabello,,6175956,12/1/2017
Closer,,Camila Cabello,,2291703,12/1/2017
Closer,,Camila Cabello,,5734332,12/15/2017
Closer,,Camila Cabello,,2972859,12/15/2017
Closer,,Camila Cabello,,2316699,12/15/2017
Closer,,Camila Cabello,,1997412,12/15/2017
Closer,,Camila Cabello,,5020326,12/29/2017
Closer,,Camila Cabello,,2530497,12/29/2017
Closer,,Camila Cabello,,1916776,12/29/2017
Closer,,Camila Cabello,,1433543,12/29/2017
Closer,,Camila Cabello,,5563102,1/5/2018
Closer,,Camila Cabello,,3142876,1/5/2018
Closer,,Camila Cabello,,2168343,1/5/2018
Closer,,Camila Cabello,,1685665,1/5/2018
Closer,,Camila Cabello,,5334717,9/8/2017
Closer,,Camila Cabello,,2597163,9/8/2017
Closer,,Camila Cabello,,2793604,4/20/2018
Closer,,Camila Cabello,Young Thug,2609833,4/20/2018
Closer,,Camila Cabello,,5860925,1/12/2018
Closer,,Camila Cabello,,3815871,1/12/2018
Closer,,Camila Cabello,,2339051,1/12/2018
Closer,,Camila Cabello,,1276913,1/12/2018
Closer,,Camila Cabello,,5479225,9/22/2017
Closer,,Camila Cabello,,2365136,9/22/2017
Closer,,Camila Cabello,,1956985,11/16/2018
Closer,,Camila Cabello,,1649639,11/2/2018
Closer,,Camila Cabello,Young Thug,1618576,11/2/2018
Closer,,Camila Cabello,,4491122,3/2/2018
Closer,,Camila Cabello,Young Thug,4028719,3/2/2018
Closer,,Camila Cabello,,2455906,3/2/2018
Closer,,Camila Cabello,,4866246,3/16/2018
Closer,,Camila Cabello,Young Thug,3692725,3/16/2018
Closer,,Camila Cabello,,2115470,3/16/2018
Closer,,Camila Cabello,Young Thug,1629727,10/19/2018
Closer,,Camila Cabello,,2298722,8/4/2017
Closer,,Camila Cabello,Young Thug,2502659,5/4/2018
Closer,,Camila Cabello,,2493452,5/4/2018
Closer,,Camila Cabello,Young Thug,2467397,5/11/2018
Closer,,Camila Cabello,,2326012,5/11/2018
Closer,,Camila Cabello,,2054649,8/11/2017
Closer,,Camila Cabello,,1756824,8/11/2017
Clout ,,Camila Cabello,,1409692,8/11/2017
Clout ,,Camila Cabello,,6743611,11/24/2017
Clout ,,Camila Cabello,,2813827,11/24/2017
Clout ,,Camila Cabello,Young Thug,1745362,9/7/2018
Clout ,,Camila Cabello,,1703498,10/26/2018
Clout ,,Camila Cabello,Young Thug,1554327,10/26/2018
Clout ,,Camila Cabello,,2826777,6/2/2017
Clout ,,Camila Cabello,,2638208,6/16/2017
Clout ,,Camila Cabello,Young Thug,1525458,1/11/2019
Clout ,,Camila Cabello,Young Thug,1974470,7/13/2018
Clout ,,Camila Cabello,,1528290,7/13/2018
Clout ,,Camila Cabello,,4705659,2/23/2018
Clout ,,Camila Cabello,Young Thug,4276479,2/23/2018
Clout ,,Camila Cabello,,2060709,2/23/2018
Clout ,,Camila Cabello,Young Thug,1993458,7/6/2018
Clout ,,Camila Cabello,,1495118,7/6/2018
Clout ,,Camila Cabello,Young Thug,1684655,1/4/2019
CLOUT COBAIN | CLOUT CO13A1N,,Camila Cabello,Young Thug,5369885,2/9/2018
Cocaine,,Camila Cabello,,5340354,2/9/2018
Cocky ,,Camila Cabello,,2328173,2/9/2018
Cocky ,,Camila Cabello,,1337453,2/9/2018
Cocky ,,Camila Cabello,Young Thug,1613401,9/28/2018
Cocoa Butter Kisses,,Camila Cabello,Young Thug,1687576,9/14/2018
Codeine Dreaming ,,Cardi B,,9278476,7/20/2018
Codeine Dreaming ,,Cardi B,,1827223,7/20/2018
Codeine Dreaming ,,Cardi B,,1824115,7/20/2018
Codeine Dreaming ,,Cardi B,21 Savage,1535050,7/20/2018
Codeine Dreaming ,,Cardi B,,5505005,11/10/2017
Codeine Dreaming ,,Cardi B,,6513115,8/25/2017
Codeine Dreaming ,,Cardi B,,7225756,5/25/2018
Codeine Dreaming ,,Cardi B,,3302330,5/25/2018
Codeine Dreaming ,,Cardi B,,2099058,5/25/2018
Codeine Dreaming ,,Cardi B,21 Savage,2091842,5/25/2018
Codeine Dreaming ,,Cardi B,Migos,2003340,5/25/2018
Codeine Dreaming ,,Cardi B,SZA,1844638,5/25/2018
Codeine Dreaming ,,Cardi B,,3331291,4/12/2019
Codeine Dreaming ,,Cardi B,,2649085,4/12/2019
Codeine Dreaming ,,Cardi B,,2231363,4/12/2019
Codeine Dreaming ,,Cardi B,,7168626,5/18/2018
Codeine Dreaming ,,Cardi B,,3602602,5/18/2018
Codeine Dreaming ,,Cardi B,21 Savage,2269969,5/18/2018
Codeine Dreaming ,,Cardi B,,2216663,5/18/2018
Codeine Dreaming ,,Cardi B,Migos,2184427,5/18/2018
Codeine Dreaming ,,Cardi B,SZA,2067823,5/18/2018
Codeine Dreaming ,,Cardi B,Kehlani,1559801,5/18/2018
Codeine Dreaming ,,Cardi B,,3541396,12/14/2018
Codeine Dreaming ,,Cardi B,,3394248,12/14/2018
Codeine Dreaming ,,Cardi B,,4674596,12/28/2018
Codeine Dreaming ,,Cardi B,,3335633,12/28/2018
Codeine Dreaming ,,Cardi B,,5226017,8/18/2017
Codeine Dreaming ,,Cardi B,,4424227,10/5/2018
Codeine Dreaming ,,Cardi B,,2852667,6/14/2019
Codeine Dreaming ,,Cardi B,,2069439,6/14/2019
COFFEE BEAN,,Cardi B,,1773159,6/14/2019
COFFEE BEAN,,Cardi B,,1625120,6/14/2019
Cold,,Cardi B,,2057430,6/28/2019
Cold,,Cardi B,,1782802,6/28/2019
Cold,,Cardi B,,1561866,6/28/2019
Cold,,Cardi B,,3775977,4/5/2019
Cold,,Cardi B,,2903293,4/5/2019
Cold,,Cardi B,,2334945,4/5/2019
Cold,,Cardi B,,4143706,10/12/2018
Cold,,Cardi B,,4877306,1/18/2019
Cold,,Cardi B,,3187576,1/18/2019
Cold,,Cardi B,,1497578,1/18/2019
Cold,,Cardi B,,3953951,12/7/2018
Cold,,Cardi B,,2874000,12/7/2018
Cold,,Cardi B,21 Savage,4766789,2/16/2018
Cold,,Cardi B,,3125250,2/16/2018
Cold,,Cardi B,21 Savage,5890467,2/2/2018
Cold,,Cardi B,,3248054,2/2/2018
Cold,,Cardi B,,5193922,3/8/2019
Cold Shoulder ,,Cardi B,,3978680,3/8/2019
Cold Water ,,Cardi B,,2685307,3/8/2019
Cold Water ,,Cardi B,,5192031,11/17/2017
Cold Water ,,Cardi B,,5863400,11/3/2017
Cold Water ,,Cardi B,,8893489,7/27/2018
Cold Water ,,Cardi B,,1741816,7/27/2018
Cold Water ,,Cardi B,,1665163,7/27/2018
Cold Water ,,Cardi B,21 Savage,1427383,7/27/2018
Cold Water ,,Cardi B,,4886934,1/25/2019
Cold Water ,,Cardi B,,3017004,1/25/2019
Cold Water ,,Cardi B,,4667893,3/22/2019
Cold Water ,,Cardi B,,3625133,3/22/2019
Cold Water ,,Cardi B,,2587701,3/22/2019
Cold Water ,,Cardi B,,5438395,6/7/2019
Cold Water ,,Cardi B,,2154186,6/7/2019
Cold Water ,,Cardi B,,1876506,6/7/2019
Cold Water ,,Cardi B,,1755430,6/7/2019
Cold Water ,,Cardi B,,5054642,9/21/2018
Cold Water ,,Cardi B,Kehlani,1585926,9/21/2018
Colombia Heights (Te Llamo) [feat. J Balvin],,Cardi B,,1528281,9/21/2018
Colombia Heights (Te Llamo) [feat. J Balvin],,Cardi B,,2146795,5/31/2019
Color Blind,,Cardi B,,1864427,5/31/2019
Come Alive,,Cardi B,,1857451,5/31/2019
Come Alive,,Cardi B,,4224902,4/6/2018
Come Alive,,Cardi B,21 Savage,2390691,4/6/2018
Come Alive,,Cardi B,,2016123,4/6/2018
Come Alive,,Cardi B,,3761860,12/22/2017
Come Alive,,Cardi B,,6472727,10/27/2017
Come and See Me ,,Cardi B,,7821295,4/13/2018
Come and See Me ,,Cardi B,,7337089,4/13/2018
Come and See Me ,,Cardi B,SZA,6448556,4/13/2018
Come and See Me ,,Cardi B,Migos,5725837,4/13/2018
Come and See Me ,,Cardi B,Chance The Rapper,5325131,4/13/2018
Come and See Me ,,Cardi B,,5321331,4/13/2018
Come and See Me ,,Cardi B,21 Savage,5269383,4/13/2018
Come and See Me ,,Cardi B,,5189170,4/13/2018
Come and See Me ,,Cardi B,Kehlani,5012235,4/13/2018
Come and See Me ,,Cardi B,,4673273,4/13/2018
Come and See Me ,,Cardi B,,3979747,4/13/2018
Come and See Me ,,Cardi B,,3889276,4/13/2018
Come and See Me ,,Cardi B,,3742971,4/13/2018
Come and See Me ,,Cardi B,,2094558,5/24/2019
Come and See Me ,,Cardi B,,1992837,5/24/2019
Come and See Me ,,Cardi B,,1927610,5/24/2019
Come and See Me ,,Cardi B,21 Savage,2491100,3/30/2018
Come and See Me ,,Cardi B,,2042593,3/30/2018
Come and See Me ,,Cardi B,,4083127,11/30/2018
Come and See Me ,,Cardi B,,2713999,11/30/2018
Come and See Me ,,Cardi B,,1844342,7/28/2017
Come and See Me ,,Cardi B,,7175665,6/1/2018
Come and See Me ,,Cardi B,,3111287,6/1/2018
Come and See Me ,,Cardi B,21 Savage,2029250,6/1/2018
Come and See Me ,,Cardi B,,2021447,6/1/2018
Come Back Baby,,Cardi B,SZA,1754741,6/1/2018
Come Back to Earth,,Cardi B,Migos,1741396,6/1/2018
Come Back to Earth,,Cardi B,,9060052,6/15/2018
Come Back to Earth,,Cardi B,,2517209,6/15/2018
Come Closer,,Cardi B,,1953054,6/15/2018
come out and play,,Cardi B,21 Savage,1915110,6/15/2018
come out and play,,Cardi B,SZA,1649095,6/15/2018
come out and play,,Cardi B,Migos,1591396,6/15/2018
